stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code,parent_station
mytown-0239_01,,羽川,,39.604781,140.076567,mytown-0239_01,,0,,
mytown-0239_02,,羽川,,39.604845,140.076598,mytown-0239_02,,0,,
mytown-0240_01,,羽川回転地,,39.604734,140.083167,mytown-0240_01,,0,,
mytown-0240_02,,羽川回転地,,39.6048,140.083193,mytown-0240_02,,0,,
mytown-0241_01,,神田橋,,39.605911,140.092157,mytown-0241_01,,0,,
mytown-0241_02,,神田橋,,39.605961,140.092207,mytown-0241_02,,0,,
mytown-0242_01,,弥兵衛橋,,39.603553,140.095011,mytown-0242_01,,0,,
mytown-0242_02,,弥兵衛橋,,39.603603,140.095061,mytown-0242_02,,0,,
mytown-0243_01,,田中,,39.600869,140.100066,mytown-0243_01,,0,,
mytown-0243_02,,田中,,39.600919,140.100116,mytown-0243_02,,0,,
mytown-0244_01,,白幡,,39.599682,140.10533,mytown-0244_01,,0,,
mytown-0244_02,,白幡,,39.599893,140.105393,mytown-0244_02,,0,,
mytown-0245_01,,名ヶ沢入口,,39.599157,140.108443,mytown-0245_01,,0,,
mytown-0245_02,,名ヶ沢入口,,39.599173,140.108742,mytown-0245_02,,0,,
mytown-0246_01,,中村,,39.59649,140.11228,mytown-0246_01,,0,,
mytown-0246_02,,中村,,39.596562,140.1124,mytown-0246_02,,0,,
mytown-0247_01,,名ヶ沢,,39.59418,140.114491,mytown-0247_01,,0,,
mytown-0247_02,,名ヶ沢,,39.594104,140.114559,mytown-0247_02,,0,,
mytown-0248_01,,新屋踏切前,,39.676178,140.086804,mytown-0248_01,,0,,
mytown-0248_02,,新屋踏切前,,39.676193,140.086911,mytown-0248_02,,0,,
mytown-0249_01,,新屋鳥木町,,39.674194,140.091232,mytown-0249_01,,0,,
mytown-0249_02,,新屋鳥木町,,39.674049,140.091645,mytown-0249_02,,0,,
mytown-0250_01,,田尻沢,,39.672933,140.094465,mytown-0250_01,,0,,
mytown-0250_02,,田尻沢,,39.672978,140.094604,mytown-0250_02,,0,,
mytown-0251_01,,新屋高校入口,,39.672512,140.097,mytown-0251_01,,0,,
mytown-0251_02,,新屋高校入口,,39.672603,140.096949,mytown-0251_02,,0,,
mytown-0252_01,,田尻沢東町,,39.670424,140.096686,mytown-0252_01,,0,,
mytown-0253_01,,新屋高校前,,39.667343,140.096342,mytown-0253_01,,0,,
mytown-0254_01,,石田坂下丁,,39.67201,140.099824,mytown-0254_01,,0,,
mytown-0254_02,,石田坂下丁,,39.672161,140.09957,mytown-0254_02,,0,,
mytown-0255_01,,市兵衛橋,,39.670597,140.105544,mytown-0255_01,,0,,
mytown-0255_02,,市兵衛橋,,39.670433,140.106071,mytown-0255_02,,0,,
mytown-0256_01,,神明社,,39.668366,140.108513,mytown-0256_01,,0,,
mytown-0256_02,,神明社,,39.668224,140.108894,mytown-0256_02,,0,,
mytown-0257_01,,石田坂,,39.666458,140.11161,mytown-0257_01,,0,,
mytown-0257_02,,石田坂,,39.666557,140.11161,mytown-0257_02,,0,,
mytown-0258_01,,平の下,,39.662729,140.114174,mytown-0258_01,,0,,
mytown-0258_02,,平の下,,39.662861,140.114282,mytown-0258_02,,0,,
mytown-0259_01,,居使,,39.659721,140.114794,mytown-0259_01,,0,,
mytown-0259_02,,居使,,39.659752,140.114901,mytown-0259_02,,0,,
mytown-0260_01,,上居使,,39.657198,140.115522,mytown-0260_01,,0,,
mytown-0260_02,,上居使,,39.657094,140.115656,mytown-0260_02,,0,,
mytown-0261_01,,下中島,,39.654483,140.116411,mytown-0261_01,,0,,
mytown-0261_02,,下中島,,39.654359,140.11647,mytown-0261_02,,0,,
mytown-0262_01,,中島,,39.653265,140.115512,mytown-0262_01,,0,,
mytown-0262_02,,中島,,39.65312,140.115584,mytown-0262_02,,0,,
mytown-0263_01,,豊岩コミセン前,,39.649887,140.113156,mytown-0263_01,,0,,
mytown-0263_02,,豊岩コミセン前,,39.649722,140.113202,mytown-0263_02,,0,,
mytown-0264_01,,豊岩小学校前,,39.648468,140.113071,mytown-0264_01,,0,,
mytown-0264_02,,豊岩小学校前,,39.64835,140.113168,mytown-0264_02,,0,,
mytown-0265_01,,白華公園前,,39.645997,140.112357,mytown-0265_01,,0,,
mytown-0265_02,,白華公園前,,39.645983,140.112483,mytown-0265_02,,0,,
mytown-0266_01,,前郷,,39.642115,140.11395,mytown-0266_01,,0,,
mytown-0266_02,,前郷,,39.642193,140.114024,mytown-0266_02,,0,,
mytown-0267_01,,前郷中山,,39.640098,140.116332,mytown-0267_01,,0,,
mytown-0267_02,,前郷中山,,39.64012,140.116557,mytown-0267_02,,0,,
mytown-0268_01,,ふれあいの里,,39.635617,140.123562,mytown-0268_01,,0,,
mytown-0268_02,,ふれあいの里,,39.635695,140.12364,mytown-0268_02,,0,,
mytown-0269_01,,地蔵尊前,,39.63308,140.128135,mytown-0269_01,,0,,
mytown-0269_02,,地蔵尊前,,39.63313,140.128185,mytown-0269_02,,0,,
mytown-0270_01,,小山入口,,39.629595,140.131046,mytown-0270_01,,0,,
mytown-0270_02,,小山入口,,39.62968,140.131135,mytown-0270_02,,0,,
mytown-0271_01,,小山,,39.629834,140.134002,mytown-0271_01,,0,,
mytown-0272_01,,狐森,,39.627398,140.133593,mytown-0272_01,,0,,
mytown-0273_01,,小山回転地,,39.626856,140.136772,mytown-0273_01,,0,,
mytown-0273_02,,小山回転地,,39.62695,140.136776,mytown-0273_02,,0,,
mytown-0274_01,,楢田入口,,39.622819,140.144558,mytown-0274_01,,0,,
mytown-0274_02,,楢田入口,,39.622851,140.144682,mytown-0274_02,,0,,
mytown-0275_01,,石崎,,39.616035,140.140711,mytown-0275_01,,0,,
mytown-0275_02,,石崎,,39.615904,140.140837,mytown-0275_02,,0,,
mytown-0276_01,,楢田,,39.622296,140.146915,mytown-0276_01,,0,,
mytown-0276_02,,楢田,,39.622346,140.146965,mytown-0276_02,,0,,
mytown-0277_01,,野中,,39.615877,140.151866,mytown-0277_01,,0,,
mytown-0277_02,,野中,,39.615932,140.152105,mytown-0277_02,,0,,
mytown-0278_01,,黒瀬橋,,39.614509,140.152544,mytown-0278_01,,0,,
mytown-0278_02,,黒瀬橋,,39.61456,140.15272,mytown-0278_02,,0,,
mytown-0279_01,,湯野目入口,,39.611604,140.144029,mytown-0279_01,,0,,
mytown-0279_02,,湯野目入口,,39.611457,140.144097,mytown-0279_02,,0,,
mytown-0280_01,,湯野目,,39.611974,140.142905,mytown-0280_01,,0,,
mytown-0280_02,,湯野目,,39.611887,140.142562,mytown-0280_02,,0,,
mytown-0281_01,,高徳谷地,,39.6147,140.141776,mytown-0281_01,,0,,
mytown-0281_02,,高徳谷地,,39.614708,140.141508,mytown-0281_02,,0,,
mytown-0282_01,,赤坂,,39.615262,140.133404,mytown-0282_01,,0,,
mytown-0282_02,,赤坂,,39.615194,140.133242,mytown-0282_02,,0,,
mytown-0283_01,,八田公民館,,39.613161,140.128235,mytown-0283_01,,0,,
mytown-0283_02,,八田公民館,,39.613054,140.128435,mytown-0283_02,,0,,
mytown-0284_01,,八田上丁,,39.611187,140.124204,mytown-0284_01,,0,,
mytown-0284_02,,八田上丁,,39.611051,140.124347,mytown-0284_02,,0,,
G-01_10,,秋田駅西口,,39.717303,140.128168,G-01_10,,0,,
G-02_01,,千秋公園入口,,39.717869,140.122965,G-02_01,,0,,
G-03_01,,木内前,,39.718214,140.119898,G-03_01,,0,,
G-04_02,,通町,,39.720463,140.11816,G-04_02,,0,,
G-05_02,,ねぶり流し館前,,39.71983,140.117232,G-05_02,,0,,
G-06_02,,大町通り,,39.718397,140.116718,G-06_02,,0,,
G-08_02,,北都銀行前,,39.714222,140.117059,G-08_02,,0,,
G-09_01,,五丁目橋,,39.712329,140.118066,G-09_01,,0,,
G-10_01,,中通六郵便局前,,39.711868,140.12055,G-10_01,,0,,
G-11_01,,南大通り・中通病院前,,39.712078,140.123916,G-11_01,,0,,
G-12_01,,市民市場前,,39.714796,140.125037,G-12_01,,0,,
G-13_05,,買物広場,,39.716133,140.127117,G-13_05,,0,,
G-14_01,,ミルハス前,,39.719585,140.122333857143,G-14_01,,0,,
mytown-0470_01,,西中学校前,,39.6856239685159,140.087699890137,mytown-0470_01,,0,,
mytown-0470_02,,西中学校前,,39.6850955570206,140.087742805481,mytown-0470_02,,0,,
