table_name,field_name,field_value,language,translation
stops,stop_name,南大通り・中通病院前,en,Minami-Odori / Nakadori Byoin-mae (Minami Odori / Nakadori Hospital)
stops,stop_name,市民市場前,ja-Hrkt,しみんいちばまえ
stops,stop_name,市民市場前,en,Shimin Ichiba-mae
stops,stop_name,買物広場,ja-Hrkt,かいものひろば
stops,stop_name,買物広場,en,Kaimono Hiroba
stops,stop_name,ミルハス前,ja-Hrkt,みるはす前
stops,stop_name,ミルハス前,en,Miruhasu-Mae
stops,stop_name,西中学校前,ja-Hrkt,にしちゅうがっこうまえ
stops,stop_name,西中学校前,en,Nishi Chugakko-mae (Nishi Junior High School)
stop_times,stop_headsign,浜田回転地,en,Hamada Kaitenchi
stop_times,stop_headsign,西部サービスセンター,en,West Civic Service Center
stop_times,stop_headsign,名ヶ沢（浜田 経由）,en,Myogasawa
stop_times,stop_headsign,羽川（境川 経由）,en,Hanekawa
stop_times,stop_headsign,名ヶ沢（境川 経由）,en,Myogasawa
stop_times,stop_headsign,羽川（浜田 経由）,en,Hanekawa
stop_times,stop_headsign,西部サービスセンター（浜田 経由）,en,West Civic Service Center
stop_times,stop_headsign,西部サービスセンター（境川 経由）,en,West Civic Service Center
stop_times,stop_headsign,八田上丁（湯野目 経由）,en,Hatta-Kamicho
stop_times,stop_headsign,八田上丁（石崎 経由）,en,Hatta-Kamicho
stop_times,stop_headsign,西部サービスセンター（湯野目 経由）,en,West Civic Service Center
stop_times,stop_headsign,西部サービスセンター（石崎 経由）,en,West Civic Service Center
stop_times,stop_headsign,西部サービスセンター（石崎・新屋高校 経由）,en,West Civic Service Center
stop_times,stop_headsign,岩見温泉,en,Iwami Onsen
stop_times,stop_headsign,イオンモール秋田,en,Aeon Mall Akita
stop_times,stop_headsign,日赤病院前,en,Nisseki Byoin-mae (Red Cross Hospital)
stop_times,stop_headsign,シルバーエリア,en,Chuo Silver Area
stop_times,stop_headsign,西の又（Ａコープ 経由）,en,Nishinomata
stop_times,stop_headsign,中央シルバーエリア,en,Chuo Silver Area
stop_times,stop_headsign,西の又,en,Nishinomata
stop_times,stop_headsign,新波,en,Arawa
stop_times,stop_headsign,日赤病院前（中央シルバーエリア 経由）,en,Nisseki Byoin-mae (Red Cross Hospital)
stop_times,stop_headsign,イオンモール秋田（Ａコープ 経由）,en,Aeon Mall Akita
stop_times,stop_headsign,新波（沖村・Ａコープ 経由）,en,Arawa
stop_times,stop_headsign,雄和市民サービスセンター,en,Yuuwa Civic Service Center
stop_times,stop_headsign,命ヶ沢（沖村・Ａコープ 経由）,en,Inochigasawa
stop_times,stop_headsign,中ノ沢会館前（沖村・Ａコープ 経由）,en,Nakanosawa Community Hall
stop_times,stop_headsign,命ヶ沢,en,Inochigasawa
stop_times,stop_headsign,日赤病院前（Aコープ・沖村 経由）,en,Nisseki Byoin-mae (Red Cross Hospital)
stop_times,stop_headsign,イオンモール秋田（Ａコープ・沖村 経由）,en,Aeon Mall Akita
stop_times,stop_headsign,ぐるる（買物広場止まり）,en,Gururu(Central City Loop Bus)
stop_times,stop_headsign,ぐるる（買物広場で乗換）,en,Gururu(Central City Loop Bus)
stop_times,stop_headsign,小山回転地,en,Oyama-Kaitenchi
stop_times,stop_headsign,西中学校前（湯野目 経由）,en,Nishi-Ｃｈｕｇａｋｋｏ-Mae(West-Junior-HighSchool)
stop_times,stop_headsign,西中前（境川 経由）,en,Nishi-Ｃｈｕｇａｋｋｏ-Mae(West-Junior-HighSchool)
stop_times,stop_headsign,日赤病院前（Aコープ 経由）,en,Nisseki Byoin-mae (Red Cross Hospital)
stop_times,stop_headsign,西の又（Aコープ 経由）,en,Nishinomata
stop_times,stop_headsign,日赤病院前（Aコープ・中央シルバーエリア 経由）,en,Nisseki Byoin-mae (Red Cross Hospital)
stop_times,stop_headsign,新波（Aコープ 経由）,en,Arawa
stop_times,stop_headsign,ぐるる（中心市街地循環バス）,en,Gururu(Central City Loop Bus)
stop_times,stop_headsign,中央シルバーエリア（Ａコープ 経由）,en,Chuo Silver Area
stop_times,stop_headsign,命ヶ沢（Aコープ 経由）,en,Inochigasawa
stop_times,stop_headsign,イオンモール秋田（Aコープ・沖村 経由）,en,Aeon Mall Akita
stop_times,stop_headsign,中央シルバーエリア（Ａコープ・沖村 経由）,en,Chuo Silver Area
stop_times,stop_headsign,日赤病院前（Ａコープ・沖村 経由）,en,Nisseki Byoin-mae (Red Cross Hospital)
routes,route_long_name,西部線浜田コース,en,Hamada Line
routes,route_long_name,西部線下浜コース（西部ＳＣ－浜田－名ヶ沢）,en,Shimohama Line
routes,route_long_name,西部線下浜コース（西部ＳＣ－境川－羽川）,en,Shimohama Line
routes,route_long_name,西部線下浜コース（西部ＳＣ－境川－名ヶ沢）,en,Shimohama Line
routes,route_long_name,西部線下浜コース（西部ＳＣ－名ヶ沢－羽川）,en,Shimohama Line
routes,route_long_name,西部線豊岩コース（湯野目）,en,Toyoiwa Line
routes,route_long_name,西部線豊岩コース（石崎）,en,Toyoiwa Line
routes,route_long_name,西部線豊岩コース（新屋高校前ー西部ＳＣ）,en,Toyoiwa Line
routes,route_long_name,南部線河辺Ａコース（イオンー岩見温泉）,en,Kawabe A Line
routes,route_long_name,南部線河辺Ａコース（日赤ー岩見温泉）,en,Kawabe A Line
routes,route_long_name,南部線河辺Ａコース（シルバーエリアー岩見温泉）,en,Kawabe A Line
routes,route_long_name,南部線雄和Ａコース（イオンーＡコープー西の又）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（西の又ーシルバーエリア）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ｂコース（シルバーエリアー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ａコース（イオンー西の又）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（日赤ーＡコープー西の又）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（日赤ー西の又）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（シルバーエリアー西の又）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（イオンー新波）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（西の又ーイオン）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（日赤ーシルバーエリアー西の又）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（西の又ーＡコープーイオン）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（雄和ＳＣー日赤）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（新波ーイオン）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ｂコース（イオンー新波）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（イオンー沖村ーＡコープー新波）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（イオンー雄和ＳＣ）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（日赤ー沖村ーＡコープー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（日赤ー沖村ーAコープー中ノ沢会館）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（イオンー沖村ーＡコープー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（イオンー沖村ーＡコープー中ノ沢会館）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（イオンー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（日赤ー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（日赤ー→Aコープ－沖村－日赤病院前）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（日赤ーシルバーエリアー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（命ヶ沢ーＡコープーイオン）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（中ノ沢会館ーＡコープーイオン）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（命ヶ沢ーＡコープー沖村ーイオン）,en,Yuuwa B Line
routes,route_long_name,西部線豊岩コース（小山回転地）,en,Toyoiwa Line
routes,route_long_name,西部線豊岩コース（湯野目ー西中学校前）,en,Toyoiwa Line
routes,route_long_name,南部線雄和Ａコース（西の又ーAコープー日赤）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（シルバーエリアーAコープー西の又）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（西の又ーAコープーシルバーエリアー日赤）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ａコース（イオンーAコープー新波）,en,Yuuwa A Line
routes,route_long_name,中心市街地循環バスぐるる,en,Gururu (Central City Loop Bus)
routes,route_long_name,南部線雄和Ａコース（西の又ーＡコープーシルバーエリア）,en,Yuuwa A Line
routes,route_long_name,南部線雄和Ｂコース（イオンーAコープー新波）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（日赤ー沖村ーＡコープー新波）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（イオンーAコープー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（シルバーエリアーAコープー命ヶ沢）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（命ヶ沢ーAコープーシルバーエリアー日赤）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（中ノ沢会館ーAコープー沖村ーイオン）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（命ヶ沢ーAコープー沖村ーシルバーエリア）,en,Yuuwa B Line
routes,route_long_name,南部線雄和Ｂコース（命ヶ沢ーAコープー沖村ー日赤）,en,Yuuwa B Line
